appId,date,dauReal,mauReal,country,lang,predictionLoss,newinstalls,category,ratings,daily_ratings,reviews,daily_reviews
com.app.83359,2024-09-17,117994.0,543845.0,br,pt,3155.0,811.0,SHOPPING,38105.0,5.0,13756.0,0.0
com.app.31153,2024-09-25,1779320.0,5430973.0,br,pt,45378.0,15114.0,FINANCE,1212102.0,474.0,201239.0,46.0
com.app.48065,2024-09-12,664270.0,3898179.0,br,pt,28370.0,6434.0,SHOPPING,580069.0,254.0,105670.0,17.0
com.app.91390,2024-09-14,28020.0,179315.0,br,pt,13964.0,1433.0,BUSINESS,169182.0,14.0,111528.0,12.0
com.app.19772,2024-09-20,456418.0,882026.0,br,pt,5173.0,1100.0,FINANCE,235846.0,239.0,57642.0,2.0
com.app.67629,2024-09-21,,,br,pt,4913.0,1252.0,FINANCE,302568.0,11.0,75180.0,11.0
com.app.17806,2024-09-09,444855.0,3671008.0,br,pt,29102.0,4578.0,OTHERS,780302.0,486.0,178940.0,31.0
com.app.39929,2024-09-19,438943.0,2231318.0,br,pt,3939.0,2625.0,FINANCE,96760.0,24.0,41787.0,15.0
com.app.72656,2024-09-13,113575.0,482057.0,br,pt,3468.0,460.0,OTHERS,66145.0,75.0,12040.0,5.0
com.app.97802,2024-10-06,,,br,pt,11351.0,175.0,,,,,
com.app.20657,2024-09-13,,,br,pt,1769.0,183.0,OTHERS,7913.0,0.0,1321.0,0.0
com.app.43563,2024-09-25,,,br,pt,4752.0,1229.0,OTHERS,17390.0,9.0,4459.0,0.0
com.app.68335,2024-09-22,6375.0,61449.0,br,pt,1356.0,223.0,FINANCE,6641.0,1.0,3381.0,0.0
com.app.14360,2024-10-05,,,br,pt,1338.0,,,,,,
com.app.82896,2024-09-19,29138.0,182817.0,br,pt,2864.0,1274.0,FINANCE,31914.0,59.0,5563.0,7.0
com.app.20651,2024-09-29,,,br,pt,1245.0,24.0,OTHERS,119.0,1.0,45.0,0.0
com.app.71740,2024-09-13,894.0,9103.0,,,,,,,,,
com.app.33540,2024-09-27,564379.0,3524002.0,br,pt,27643.0,4346.0,FINANCE,396662.0,619.0,90821.0,28.0
com.app.36648,2024-09-28,276035.0,736344.0,br,pt,6919.0,419.0,FINANCE,165129.0,88.0,47474.0,7.0
com.app.14811,2024-09-20,,,br,pt,1125.0,796.0,FINANCE,8850.0,2.0,4932.0,0.0
com.app.64667,2024-09-27,,,br,pt,10129.0,7500.0,SHOPPING,170902.0,89.0,45895.0,10.0
com.app.97548,2024-09-30,,,br,pt,2748.0,2233.0,SHOPPING,215527.0,37.0,30787.0,3.0
com.app.36145,2024-09-11,240920.0,1828100.0,br,pt,10375.0,3967.0,SHOPPING,256068.0,274.0,75216.0,17.0
com.app.19772,2024-09-15,179676.0,881090.0,br,pt,4257.0,1156.0,FINANCE,234964.0,59.0,57612.0,8.0
com.app.50760,2024-09-28,30207.0,172803.0,br,pt,691.0,585.0,BUSINESS,63296.0,7.0,11293.0,1.0
com.app.94251,2024-09-30,50872.0,206194.0,br,pt,1030.0,770.0,FINANCE,70233.0,5.0,17974.0,1.0
com.app.28498,2024-10-04,,,br,pt,83137.0,31629.0,,,,,
com.app.23000,2024-09-10,,,br,pt,1889.0,1.0,OTHERS,56.0,0.0,21.0,0.0
com.app.20657,2024-09-30,,,br,pt,1744.0,183.0,OTHERS,7912.0,0.0,1321.0,0.0
com.app.88311,2024-09-20,17028.0,103063.0,br,pt,2385.0,671.0,FINANCE,7801.0,13.0,1104.0,0.0
com.app.68335,2024-09-19,9120.0,61729.0,br,pt,1870.0,335.0,FINANCE,6642.0,1.0,3383.0,0.0
com.app.97976,2024-09-25,8491.0,98571.0,br,pt,4631.0,749.0,SHOPPING,11302.0,2.0,3697.0,2.0
com.app.24343,2024-09-28,15919.0,182961.0,br,pt,3295.0,264.0,TRAVEL_AND_LOCAL,17016.0,4.0,4701.0,0.0
com.app.89044,2024-10-06,,,br,pt,1324.0,90.0,,,,,
com.app.34656,2024-09-25,,,br,pt,5013.0,3512.0,SHOPPING,48055.0,20.0,19400.0,3.0
com.app.36433,2024-09-29,,,br,pt,1361.0,15.0,FINANCE,693.0,0.0,423.0,0.0
com.app.80525,2024-09-10,6058.0,99748.0,br,pt,5187.0,1190.0,FINANCE,286427.0,-9.0,157971.0,-5.0
com.app.22262,2024-09-14,109718.0,634851.0,br,pt,2117.0,3469.0,FINANCE,102909.0,207.0,20439.0,16.0
com.app.89044,2024-09-12,1263.0,7349.0,br,pt,1870.0,63.0,FINANCE,1363.0,0.0,850.0,0.0
com.app.79907,2024-09-12,833.0,6981.0,br,pt,1171.0,13.0,OTHERS,11806.0,2.0,7171.0,0.0
com.app.37541,2024-09-26,29395.0,357790.0,br,pt,8290.0,1768.0,SHOPPING,158863.0,16.0,48136.0,3.0
com.app.55481,2024-09-11,16796.0,177300.0,br,pt,2788.0,3155.0,FINANCE,53095.0,15.0,28108.0,8.0
com.app.36648,2024-09-08,236949.0,730526.0,br,pt,6514.0,571.0,FINANCE,161737.0,107.0,47324.0,7.0
com.app.85803,2024-09-30,8520.0,80500.0,br,pt,901.0,91.0,BUSINESS,4460.0,7.0,1003.0,1.0
com.app.23305,2024-10-06,,,br,pt,120536.0,37402.0,,,,,
com.app.91205,2024-09-26,,,br,pt,1761.0,,,,,,
com.app.17806,2024-10-01,399794.0,3706783.0,br,pt,29368.0,6461.0,,,,,
com.app.92275,2024-10-01,69106.0,472230.0,br,pt,5442.0,1316.0,,,,,
com.app.78155,2024-10-01,,,br,pt,1147.0,310.0,,,,,
com.app.65327,2024-10-02,,,br,pt,2728.0,2133.0,,,,,
com.app.18251,2024-10-02,,,br,pt,2450.0,575.0,,,,,
com.app.23305,2024-10-02,,,br,pt,130054.0,37174.0,,,,,
com.app.96897,2024-10-02,,,br,pt,3848.0,775.0,,,,,
com.app.16773,2024-10-02,,,br,pt,4840.0,4207.0,,,,,
com.app.36433,2024-10-02,,,br,pt,1866.0,21.0,,,,,
com.app.15493,2024-10-02,,,br,pt,1157.0,146.0,,,,,
com.app.62109,2024-10-08,,,,,,4581.0,,,,,
com.app.91706,2024-10-08,,,,,,629.0,,,,,
com.app.21027,2024-10-05,,,br,pt,4126.0,1268.0,,,,,
com.app.40009,2024-10-08,,,,,,812.0,,,,,
com.app.19872,2024-10-03,,,br,pt,1618.0,347.0,,,,,
com.app.40009,2024-10-07,,,br,pt,2981.0,807.0,,,,,
com.app.87411,2024-10-07,,,br,pt,2228.0,567.0,,,,,
com.app.79907,2024-10-03,,,br,pt,1189.0,11.0,,,,,
com.app.95243,2024-10-05,,,br,pt,5569.0,1775.0,,,,,
com.app.45088,2024-10-08,,,,,,24519.0,,,,,
com.app.14811,2024-10-03,,,br,pt,1264.0,1094.0,,,,,
com.app.82896,2024-10-07,,,br,pt,3219.0,1422.0,,,,,
com.app.55531,2024-10-05,,,br,pt,1367.0,446.0,,,,,
com.app.87209,2024-10-05,,,br,pt,1835.0,27.0,,,,,
com.app.39058,2024-10-08,,,,,,225.0,,,,,
com.app.50679,2024-10-08,,,,,,443.0,,,,,
com.app.87362,2024-10-03,,,br,pt,28450.0,5334.0,,,,,
com.app.55531,2024-10-07,,,br,pt,1863.0,454.0,,,,,
com.app.91390,2024-10-03,,,br,pt,14252.0,1600.0,,,,,
com.app.67629,2024-10-07,,,br,pt,6031.0,2739.0,,,,,
com.app.82896,2024-10-08,,,,,,1439.0,,,,,
com.app.18251,2024-10-05,,,br,pt,1802.0,576.0,,,,,
com.app.52140,2024-10-07,,,br,pt,9981.0,26.0,,,,,
com.app.54019,2024-10-03,,,br,pt,4213.0,436.0,,,,,
com.app.19544,2024-10-03,,,br,pt,96194.0,39531.0,,,,,
com.app.88311,2024-10-05,,,br,pt,1825.0,758.0,,,,,
com.app.65327,2024-10-05,,,br,pt,2781.0,2114.0,,,,,
com.app.82896,2024-10-03,,,br,pt,3032.0,1342.0,,,,,
com.app.21397,2024-10-07,,,br,pt,9161.0,1184.0,,,,,
com.app.19872,2024-10-08,,,,,,484.0,,,,,
com.app.96897,2024-10-05,,,br,pt,2236.0,772.0,,,,,
com.app.43242,2024-10-07,,,br,pt,8823.0,2057.0,,,,,
com.app.19821,2024-10-05,,,br,pt,26541.0,13992.0,,,,,
com.app.21397,2024-10-08,,,,,,1490.0,,,,,
com.app.21027,2024-10-06,,,br,pt,4071.0,1225.0,,,,,
com.app.20651,2024-09-16,,,br,pt,1696.0,39.0,OTHERS,118.0,0.0,45.0,0.0
com.app.21027,2024-09-22,,,br,pt,4078.0,1071.0,BUSINESS,67820.0,51.0,5882.0,5.0
com.app.15493,2024-09-10,,,br,pt,1149.0,94.0,FINANCE,15221.0,0.0,6481.0,0.0
com.app.91390,2024-09-26,31433.0,176005.0,br,pt,14803.0,1547.0,BUSINESS,169460.0,8.0,111723.0,13.0
com.app.31679,2024-10-04,,,br,pt,5756.0,1385.0,,,,,
com.app.78794,2024-10-06,,,br,pt,112313.0,51728.0,,,,,
com.app.20651,2024-09-30,,,br,pt,1597.0,27.0,OTHERS,120.0,0.0,45.0,0.0
com.app.14509,2024-09-12,1428573.0,5985409.0,br,pt,39749.0,6433.0,FINANCE,1419937.0,370.0,616358.0,106.0
com.app.97976,2024-09-13,7699.0,101463.0,br,pt,4815.0,688.0,SHOPPING,11181.0,11.0,3668.0,2.0
com.app.44002,2024-09-16,6744.0,146302.0,br,pt,4485.0,224.0,TRAVEL_AND_LOCAL,11567.0,9.0,3739.0,4.0
com.app.64764,2024-09-21,15824.0,137531.0,br,pt,1398.0,564.0,FINANCE,43945.0,6.0,15919.0,2.0
com.app.97802,2024-09-27,9046.0,68191.0,br,pt,10634.0,208.0,OTHERS,2997.0,2.0,1306.0,2.0
com.app.35190,2024-09-27,,,br,pt,85727.0,38773.0,FINANCE,3597469.0,1971.0,863353.0,384.0
com.app.91706,2024-09-28,,,br,pt,4266.0,283.0,FOOD_AND_DRINK,24202.0,6.0,5215.0,0.0
com.app.90857,2024-09-12,1160.0,23681.0,br,pt,1792.0,,,,,,
com.app.97988,2024-09-12,2809.0,28543.0,br,pt,1178.0,99.0,SHOPPING,11102.0,1.0,4273.0,1.0
com.app.55057,2024-09-20,1763.0,33323.0,,,,,,,,,
com.app.24343,2024-09-23,16395.0,182896.0,br,pt,3534.0,2013.0,TRAVEL_AND_LOCAL,16990.0,8.0,4699.0,1.0
com.app.36612,2024-09-30,24160.0,212299.0,br,pt,4694.0,364.0,SHOPPING,4802.0,20.0,963.0,1.0
com.app.17441,2024-09-08,30088.0,311628.0,br,pt,3350.0,1707.0,SHOPPING,44649.0,35.0,5927.0,0.0
com.app.55537,2024-09-22,13087.0,120380.0,br,pt,4021.0,72.0,OTHERS,2945.0,5.0,1512.0,1.0
com.app.55537,2024-09-28,10807.0,120548.0,br,pt,1642.0,52.0,OTHERS,2955.0,1.0,1515.0,2.0
com.app.68015,2024-09-12,109936.0,852108.0,br,pt,27136.0,2154.0,OTHERS,565520.0,33.0,141332.0,16.0
com.app.64140,2024-09-23,82920.0,666694.0,br,pt,2997.0,1314.0,SHOPPING,229916.0,83.0,28647.0,3.0
com.app.27567,2024-09-26,5763.0,86896.0,br,pt,1598.0,1080.0,TRAVEL_AND_LOCAL,2494.0,1.0,1738.0,1.0
com.app.72653,2024-09-29,11274.0,67692.0,br,pt,1382.0,314.0,FINANCE,37155.0,5.0,15808.0,1.0
com.app.68015,2024-09-22,84000.0,850707.0,br,pt,25769.0,1310.0,OTHERS,565874.0,27.0,141503.0,12.0
com.app.66274,2024-09-29,7182.0,88857.0,br,pt,667.0,332.0,BUSINESS,30237.0,4.0,13613.0,0.0
com.app.34216,2024-10-06,,,br,pt,1311.0,,,,,,
com.app.11502,2024-09-15,,,br,pt,1310.0,,,,,,
com.app.36433,2024-09-27,,,br,pt,1863.0,27.0,FINANCE,693.0,0.0,423.0,0.0
com.app.37873,2024-09-14,23984.0,233011.0,br,pt,11641.0,575.0,OTHERS,47806.0,0.0,17163.0,2.0
com.app.86367,2024-09-20,110868.0,656565.0,br,pt,2490.0,1401.0,FINANCE,47716.0,9.0,20481.0,2.0
com.app.36257,2024-09-27,737467.0,2361259.0,br,pt,7543.0,5932.0,BUSINESS,112255.0,71.0,65870.0,34.0
com.app.45088,2024-09-09,5328514.0,14278908.0,br,pt,84770.0,19445.0,FINANCE,3186528.0,2798.0,500147.0,187.0
com.app.32607,2024-09-09,152022.0,582728.0,br,pt,2801.0,958.0,FINANCE,107328.0,8.0,24746.0,6.0
com.app.91706,2024-09-20,,,br,pt,4110.0,285.0,FOOD_AND_DRINK,24160.0,4.0,5210.0,1.0
com.app.84594,2024-09-17,,,br,pt,1861.0,0.0,OTHERS,273.0,1.0,100.0,0.0
com.app.90128,2024-09-27,,,br,pt,1746.0,,,,,,
com.app.55621,2024-10-06,,,br,pt,5314.0,3473.0,,,,,
com.app.78155,2024-09-12,,,br,pt,1192.0,227.0,FINANCE,11613.0,0.0,7027.0,0.0
com.app.37148,2024-09-24,12738.0,49059.0,br,pt,1171.0,142.0,FINANCE,17303.0,18.0,8837.0,0.0
com.app.39929,2024-09-24,498440.0,2231569.0,br,pt,3706.0,2396.0,FINANCE,96872.0,42.0,41862.0,11.0
com.app.91093,2024-09-26,429092.0,2445964.0,br,pt,2999.0,2410.0,FINANCE,212230.0,164.0,113106.0,50.0
